ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW
AL081991,              ERIKA,19910908,1800,  , TD,24.2N,49.1W,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910909,0,  , TD,25.4N,50.0W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910909,600,  , TD,26.8N,50.9W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910909,1200,  , TD,27.8N,52.3W,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910909,1800,  , TS,29.3N,53.1W,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910910,0,  , TS,31.2N,51.7W,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910910,600,  , TS,33.0N,49.3W,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910910,1200,  , TS,34.7N,46.1W,50,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910910,1800,  , TS,35.8N,42.5W,50,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910911,0,  , TS,36.5N,38.7W,50,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910911,600,  , TS,36.8N,35.0W,50,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910911,1200,  , TS,37.0N,31.9W,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910911,1800,  , TS,37.1N,29.3W,40,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910912,0,  , TS,37.3N,27.2W,35,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910912,300, L, TS,37.7N,25.9W,35,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910912,600,  , TD,37.9N,25.2W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910912,1200,  , EX,38.8N,23.3W,30,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,              ERIKA,19910912,1800,  , EX,39.5N,21.5W,25,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720614,1200,  , TD,20.0N,89.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720614,1800,  , TD,20.0N,88.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720615,0,  , TD,20.0N,88.4W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720615,600,  , TD,20.0N,88.1W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720615,1200,  , TD,20.0N,87.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720615,1800,  , TD,20.0N,87.4W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720616,0,  , TD,20.0N,87.0W,30,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720616,600,  , TD,20.0N,86.6W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720616,1200,  , TS,20.0N,86.2W,40,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720616,1800,  , TS,20.2N,85.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720617,0,  , TS,20.5N,85.5W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720617,600,  , TS,20.9N,85.3W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720617,1200,  , TS,21.4N,85.2W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720617,1800,  , TS,21.9N,85.3W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720618,0,  , TS,22.4N,85.4W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720618,600,  , TS,23.0N,85.5W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720618,1200,  , HU,23.8N,85.6W,65,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720618,1800,  , HU,24.8N,85.7W,65,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720619,0,  , HU,26.0N,85.7W,75,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720619,600,  , HU,27.2N,85.7W,75,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720619,1200,  , HU,28.5N,85.7W,75,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720619,1800,  , HU,29.6N,85.6W,65,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720620,0,  , TS,30.5N,85.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720620,600,  , TD,31.4N,84.7W,30,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720620,1200,  , TD,32.2N,83.8W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720620,1800,  , TD,32.9N,82.8W,30,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720621,0,  , TD,33.5N,81.7W,30,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720621,600,  , TD,33.8N,80.2W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720621,1200,  , TD,34.4N,79.0W,30,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720621,1800,  , TS,35.2N,77.6W,40,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720622,0,  , TS,35.8N,75.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720622,600,  , TS,36.9N,74.3W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720622,1200,  , TS,38.2N,73.1W,60,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720622,1800,  , TS,40.2N,73.4W,55,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021972,              AGNES,19720623,0,  , TS,41.7N,74.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121981,            UNNAMED,19810826,1800,  , TD,20.7N,92.6W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121981,            UNNAMED,19810827,0,  , TD,21.0N,93.6W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121981,            UNNAMED,19810827,600,  , TD,21.2N,94.2W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121981,            UNNAMED,19810827,1200,  , TD,21.6N,95.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121981,            UNNAMED,19810827,1800,  , TD,22.0N,95.9W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121981,            UNNAMED,19810828,0,  , TD,22.3N,96.7W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121981,            UNNAMED,19810828,600,  , TD,22.8N,97.2W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121981,            UNNAMED,19810828,1200,  , TD,23.0N,98.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121981,            UNNAMED,19810828,1800,  , TD,24.0N,98.2W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121981,            UNNAMED,19810829,0,  , TD,24.7N,98.6W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121981,            UNNAMED,19810829,600,  , TD,25.2N,98.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121981,            UNNAMED,19810829,1200,  , TD,26.0N,99.0W,-99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800901,0,  , TD,15.6N,38.0W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800901,600,  , TD,15.9N,39.4W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800901,1200,  , TD,16.3N,40.8W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800901,1800,  , TD,16.8N,42.1W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800902,0,  , TD,17.3N,43.7W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800902,600,  , TD,17.5N,45.7W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800902,1200,  , TD,17.7N,48.1W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800902,1800,  , TD,17.8N,50.3W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800903,0,  , TD,17.9N,52.4W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800903,600,  , TD,18.0N,54.5W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800903,1200,  , TD,18.6N,56.9W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800903,1800,  , TD,19.7N,59.0W,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800904,0,  , TD,21.0N,61.0W,20,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800904,600,  , DB,22.1N,62.3W,20,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800904,1200,  , DB,23.4N,63.6W,20,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800904,1800,  , DB,24.8N,64.8W,20,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800905,0,  , DB,26.1N,65.8W,20,1014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800905,600,  , DB,27.5N,67.0W,20,1014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800905,1200,  , SD,28.5N,68.6W,25,1014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800905,1800,  , SD,29.0N,69.4W,30,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800906,0,  , SD,29.7N,70.0W,30,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800906,600,  , SD,30.6N,70.0W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800906,1200,  , SD,31.7N,69.6W,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800906,1800,  , SD,32.9N,69.1W,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800907,0,  , TS,34.4N,67.9W,40,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800907,600,  , TS,35.9N,65.9W,45,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800907,1200,  , TS,37.3N,63.7W,50,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800907,1800,  , TS,38.6N,61.5W,55,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800908,0,  , HU,40.2N,59.0W,70,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800908,600,  , HU,42.9N,55.1W,70,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800908,1200,  , HU,45.6N,51.1W,70,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091980,            GEORGES,19800908,1800,  , HU,48.0N,46.9W,65,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL112007,              JERRY,20070923,0,  , SD,36.2N,46.1W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL112007,              JERRY,20070923,600,  , SS,36.2N,46.1W,35,1007,60,90,90,75,0,0,0,0,0,0,0,0
AL112007,              JERRY,20070923,1200,  , SS,36.0N,46.3W,35,1004,60,90,90,75,0,0,0,0,0,0,0,0
AL112007,              JERRY,20070923,1800,  , SS,36.5N,46.3W,35,1004,60,90,90,75,0,0,0,0,0,0,0,0
AL112007,              JERRY,20070924,0,  , TS,37.1N,46.3W,35,1003,90,60,0,60,0,0,0,0,0,0,0,0
AL112007,              JERRY,20070924,600,  , TS,38.1N,45.9W,35,1004,90,90,0,60,0,0,0,0,0,0,0,0
AL112007,              JERRY,20070924,1200,  , TS,39.3N,44.7W,35,1004,90,90,0,0,0,0,0,0,0,0,0,0
AL112007,              JERRY,20070924,1800,  , TD,41.0N,43.5W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
AL082003,              ERIKA,20030814,1800,  , TS,26.4N,83.3W,35,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082003,              ERIKA,20030815,0,  , TS,26.6N,85.7W,40,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082003,              ERIKA,20030815,600,  , TS,26.4N,88.3W,40,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082003,              ERIKA,20030815,1200,  , TS,26.1N,90.5W,45,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082003,              ERIKA,20030815,1800,  , TS,26.0N,92.5W,50,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082003,              ERIKA,20030816,0,  , TS,25.9N,94.4W,55,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082003,              ERIKA,20030816,600,  , TS,25.6N,96.2W,60,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082003,              ERIKA,20030816,1030, L, HU,25.3N,97.4W,65,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082003,              ERIKA,20030816,1200,  , HU,25.2N,97.6W,65,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082003,              ERIKA,20030816,1800,  , TS,24.8N,98.9W,35,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL082003,              ERIKA,20030817,0,  , TD,24.7N,100.3W,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961004,1800,  , TD,22.7N,96.2W,25,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961005,0,  , TD,23.0N,96.1W,30,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961005,600,  , TD,23.3N,96.0W,30,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961005,1200,  , TD,23.6N,95.8W,30,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961005,1800,  , TD,24.3N,95.5W,30,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961006,0,  , TD,24.8N,95.0W,30,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961006,600,  , TD,25.0N,94.5W,30,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961006,1200,  , TD,25.1N,93.5W,30,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961006,1800,  , TS,25.1N,91.8W,35,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961007,0,  , TS,25.5N,90.4W,40,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961007,600,  , TS,25.9N,88.9W,50,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961007,1200,  , TS,26.9N,87.3W,60,981,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961007,1800,  , TS,28.2N,86.0W,60,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961008,0,  , TS,29.3N,84.5W,60,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961008,330, L, TS,30.0N,83.9W,60,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961008,600,  , EX,30.9N,82.3W,45,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961008,1200,  , EX,34.0N,79.0W,45,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961008,1800,  , EX,36.0N,76.0W,45,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961009,0,  , EX,38.0N,73.5W,45,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961009,600,  , EX,41.0N,71.0W,45,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961009,1200,  , EX,42.5N,68.0W,45,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961009,1800,  , EX,44.5N,65.5W,45,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961010,0,  , EX,46.5N,62.5W,45,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961010,600,  , EX,48.5N,58.0W,45,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961010,1200,  , EX,49.5N,55.0W,45,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961010,1800,  , EX,50.5N,50.0W,45,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961011,0,  , EX,51.0N,44.0W,45,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961011,600,  , EX,51.0N,38.0W,45,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961011,1200,  , EX,51.0N,32.0W,45,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961011,1800,  , EX,51.0N,26.0W,45,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961012,0,  , EX,51.0N,21.0W,45,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961012,600,  , EX,51.0N,18.0W,45,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961012,1200,  , EX,51.5N,16.5W,45,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961012,1800,  , EX,52.5N,15.5W,50,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961013,0,  , EX,53.0N,15.5W,55,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961013,600,  , EX,53.5N,15.5W,60,971,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961013,1200,  , EX,54.0N,15.5W,55,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961013,1800,  , EX,55.5N,15.5W,50,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961014,0,  , EX,57.5N,16.0W,45,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961014,600,  , EX,60.0N,18.0W,45,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961014,1200,  , EX,61.0N,20.0W,45,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961014,1800,  , EX,62.0N,22.0W,45,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961015,0,  , EX,62.5N,24.0W,45,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961015,600,  , EX,63.0N,26.0W,45,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961015,1200,  , EX,63.0N,28.0W,40,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961015,1800,  , EX,63.0N,29.5W,35,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,          JOSEPHINE,19961016,0,  , EX,63.0N,30.5W,30,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL072002,            UNNAMED,20020907,1200,  , TD,24.3N,47.5W,30,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL072002,            UNNAMED,20020907,1800,  , TD,24.5N,48.2W,30,1014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL072002,            UNNAMED,20020908,0,  , TD,24.5N,49.1W,30,1015,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL072002,            UNNAMED,20020908,600,  , TD,24.5N,50.2W,25,1016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL072002,            UNNAMED,20020908,1200,  , TD,24.4N,51.3W,25,1016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL032010,             BONNIE,20100722,600,  , TD,21.5N,73.8W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100722,1200,  , TD,21.7N,74.4W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100722,1800,  , TD,22.2N,74.9W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100722,2315, L, TS,23.0N,75.7W,35,1006,30,0,0,0,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100723,0,  , TS,23.1N,75.9W,35,1006,40,0,0,0,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100723,515, L, TS,23.7N,77.5W,40,1005,70,0,0,40,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100723,600,  , TS,23.8N,77.8W,40,1005,75,0,0,45,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100723,1200,  , TS,24.8N,79.7W,35,1006,75,45,0,45,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100723,1430, L, TS,25.4N,80.2W,35,1007,75,40,0,40,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100723,1800,  , TD,25.8N,81.1W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100724,0,  , TD,26.3N,82.6W,30,1010,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100724,600,  , TD,26.7N,84.4W,30,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100724,1200,  , TD,27.5N,85.9W,25,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100724,1800,  , TD,28.1N,87.1W,25,1013,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100725,0,  , LO,28.6N,88.3W,25,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100725,600,  , LO,29.2N,89.5W,25,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100725,1200,  , LO,29.8N,90.5W,20,1012,0,0,0,0,0,0,0,0,0,0,0,0
AL032010,             BONNIE,20100725,1800,  , LO,30.1N,91.0W,15,1014,0,0,0,0,0,0,0,0,0,0,0,0
AL152010,            MATTHEW,20100923,1200,  , TD,13.7N,74.8W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
AL152010,            MATTHEW,20100923,1800,  , TS,13.9N,76.2W,35,1007,90,0,0,0,0,0,0,0,0,0,0,0
AL152010,            MATTHEW,20100924,0,  , TS,14.0N,77.7W,40,1005,75,0,0,40,0,0,0,0,0,0,0,0
AL152010,            MATTHEW,20100924,600,  , TS,14.0N,79.3W,45,1003,75,0,0,40,0,0,0,0,0,0,0,0
